gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	Cd4 T Cells	Cd8 T Cells	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	NK Cells	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	VSMC
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.077	0.005	0.0	0.003	0.0	0.004	0.005	0.002	0.015	0.076	0.034	0.185	0.049	0.085	0.094	0.007	0.052	0.076	0.113	0.003	0.005	0.032	0.017	0.006	0.011	0.05	0.009	0.004	0.002	0.168	0.106	0.083	0.008	0.023	0.001	0.051	0.005	0.027
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0CBCBBA83	0.077	0.005	0.0	0.003	0.0	0.004	0.005	0.002	0.015	0.076	0.034	0.185	0.049	0.085	0.094	0.007	0.052	0.076	0.113	0.003	0.005	0.032	0.017	0.006	0.011	0.05	0.009	0.004	0.002	0.168	0.106	0.083	0.008	0.023	0.001	0.051	0.005	0.027
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0475BE8ED	0.077	0.005	0.0	0.003	0.0	0.004	0.005	0.002	0.015	0.076	0.034	0.185	0.049	0.085	0.094	0.007	0.052	0.076	0.113	0.003	0.005	0.032	0.017	0.006	0.011	0.05	0.009	0.004	0.002	0.168	0.106	0.083	0.008	0.023	0.001	0.051	0.005	0.027
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS09587DA63	0.077	0.005	0.0	0.003	0.0	0.004	0.005	0.002	0.015	0.076	0.034	0.185	0.049	0.085	0.094	0.007	0.052	0.076	0.113	0.003	0.005	0.032	0.017	0.006	0.011	0.05	0.009	0.004	0.002	0.168	0.106	0.083	0.008	0.023	0.001	0.051	0.005	0.027
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0087A3F67	0.077	0.005	0.0	0.003	0.0	0.004	0.005	0.002	0.015	0.076	0.034	0.185	0.049	0.085	0.094	0.007	0.052	0.076	0.113	0.003	0.005	0.032	0.017	0.006	0.011	0.05	0.009	0.004	0.002	0.168	0.106	0.083	0.008	0.023	0.001	0.051	0.005	0.027
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.01	0.011	0.001	0.001	0.005	0.0	0.007	0.009
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.01	0.011	0.001	0.001	0.005	0.0	0.007	0.009
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0EF309375	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.01	0.011	0.001	0.001	0.005	0.0	0.007	0.009
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0D1D8FF06	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.01	0.011	0.001	0.001	0.005	0.0	0.007	0.009
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C70ADA28	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.01	0.011	0.001	0.001	0.005	0.0	0.007	0.009
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS03446CB39	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS084B1ED25	0.152	0.003	0.004	0.019	0.0	0.002	0.0	0.002	0.005	0.19	0.017	0.068	0.002	0.089	0.088	0.028	0.079	0.07	0.104	0.036	0.004	0.001	0.042	0.0	0.007	0.035	0.004	0.003	0.007	0.039	0.022	0.003	0.003	0.025	0.01	0.197	0.008	0.028
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.024	0.056	0.009	0.984	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0D81D9F5E	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.024	0.056	0.009	0.984	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.024	0.056	0.009	0.984	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.024	0.056	0.009	0.984	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.024	0.056	0.009	0.984	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.011	0.004	0.003	0.023	0.277	0.004	0.048	0.442	0.306	0.001	0.001	0.125	0.001	0.0	0.006	0.003	0.01	0.003	0.006	0.071	0.003	0.004	0.018	0.002	0.006	0.0	0.054	0.043
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.011	0.004	0.003	0.023	0.277	0.004	0.048	0.442	0.306	0.001	0.001	0.125	0.001	0.0	0.006	0.003	0.01	0.003	0.006	0.071	0.003	0.004	0.018	0.002	0.006	0.0	0.054	0.043
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.011	0.004	0.003	0.023	0.277	0.004	0.048	0.442	0.306	0.001	0.001	0.125	0.001	0.0	0.006	0.003	0.01	0.003	0.006	0.071	0.003	0.004	0.018	0.002	0.006	0.0	0.054	0.043
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.011	0.004	0.003	0.023	0.277	0.004	0.048	0.442	0.306	0.001	0.001	0.125	0.001	0.0	0.006	0.003	0.01	0.003	0.006	0.071	0.003	0.004	0.018	0.002	0.006	0.0	0.054	0.043
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.011	0.004	0.003	0.023	0.277	0.004	0.048	0.442	0.306	0.001	0.001	0.125	0.001	0.0	0.006	0.003	0.01	0.003	0.006	0.071	0.003	0.004	0.018	0.002	0.006	0.0	0.054	0.043
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS037E6BEDF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0830C7910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0C8ED6F41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0AA68C8E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0F6A01237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS068ACD209	0.0	0.005	0.002	0.037	0.04	0.001	0.003	0.01	0.005	0.001	0.058	0.0	0.044	0.034	0.167	0.097	0.003	0.073	0.204	0.161	0.001	0.0	0.0	0.014	0.036	0.038	0.001	0.0	0.003	0.017	0.0	0.0	0.01	0.004	0.005	0.0	0.041	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS06E797E50	0.0	0.005	0.002	0.037	0.04	0.001	0.003	0.01	0.005	0.001	0.058	0.0	0.044	0.034	0.167	0.097	0.003	0.073	0.204	0.161	0.001	0.0	0.0	0.014	0.036	0.038	0.001	0.0	0.003	0.017	0.0	0.0	0.01	0.004	0.005	0.0	0.041	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0ECC9DF3E	0.0	0.005	0.002	0.037	0.04	0.001	0.003	0.01	0.005	0.001	0.058	0.0	0.044	0.034	0.167	0.097	0.003	0.073	0.204	0.161	0.001	0.0	0.0	0.014	0.036	0.038	0.001	0.0	0.003	0.017	0.0	0.0	0.01	0.004	0.005	0.0	0.041	0.003
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0ECCB4382	0.0	0.005	0.002	0.037	0.04	0.001	0.003	0.01	0.005	0.001	0.058	0.0	0.044	0.034	0.167	0.097	0.003	0.073	0.204	0.161	0.001	0.0	0.0	0.014	0.036	0.038	0.001	0.0	0.003	0.017	0.0	0.0	0.01	0.004	0.005	0.0	0.041	0.003
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS03C7D1520	0.016	0.002	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.029	0.007	0.02	0.0	0.001	0.001	0.001	0.009	0.0	0.0	0.0	0.001	0.122	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.01	0.02	0.234	0.01	0.025	0.003	0.002	0.005	0.024
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.016	0.002	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.029	0.007	0.02	0.0	0.001	0.001	0.001	0.009	0.0	0.0	0.0	0.001	0.122	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.01	0.02	0.234	0.01	0.025	0.003	0.002	0.005	0.024
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0CE96B837	0.016	0.002	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.029	0.007	0.02	0.0	0.001	0.001	0.001	0.009	0.0	0.0	0.0	0.001	0.122	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.01	0.02	0.234	0.01	0.025	0.003	0.002	0.005	0.024
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0C2003B74	0.003	0.001	0.019	0.018	0.013	0.0	0.0	0.037	0.0	0.001	0.033	0.001	0.066	0.012	0.013	0.045	0.0	0.005	0.014	0.013	0.001	0.011	0.0	0.0	0.003	0.017	0.001	0.001	0.001	0.019	0.014	0.001	0.049	0.015	0.0	0.0	0.004	0.009
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.003	0.001	0.019	0.018	0.013	0.0	0.0	0.037	0.0	0.001	0.033	0.001	0.066	0.012	0.013	0.045	0.0	0.005	0.014	0.013	0.001	0.011	0.0	0.0	0.003	0.017	0.001	0.001	0.001	0.019	0.014	0.001	0.049	0.015	0.0	0.0	0.004	0.009
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS01BBAD475	0.003	0.001	0.019	0.018	0.013	0.0	0.0	0.037	0.0	0.001	0.033	0.001	0.066	0.012	0.013	0.045	0.0	0.005	0.014	0.013	0.001	0.011	0.0	0.0	0.003	0.017	0.001	0.001	0.001	0.019	0.014	0.001	0.049	0.015	0.0	0.0	0.004	0.009
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS09D9D6811	0.334	0.003	0.062	0.103	0.149	0.008	0.01	0.074	0.007	0.273	0.061	0.402	0.056	0.035	0.035	0.098	0.043	0.02	0.046	0.084	0.006	0.1	0.043	0.014	0.053	0.063	0.02	0.023	0.019	0.06	0.025	0.009	0.018	0.018	0.0	0.142	0.016	0.046
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.334	0.003	0.062	0.103	0.149	0.008	0.01	0.074	0.007	0.273	0.061	0.402	0.056	0.035	0.035	0.098	0.043	0.02	0.046	0.084	0.006	0.1	0.043	0.014	0.053	0.063	0.02	0.023	0.019	0.06	0.025	0.009	0.018	0.018	0.0	0.142	0.016	0.046
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0F6AA700E	0.334	0.003	0.062	0.103	0.149	0.008	0.01	0.074	0.007	0.273	0.061	0.402	0.056	0.035	0.035	0.098	0.043	0.02	0.046	0.084	0.006	0.1	0.043	0.014	0.053	0.063	0.02	0.023	0.019	0.06	0.025	0.009	0.018	0.018	0.0	0.142	0.016	0.046
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS040D3C47C	0.003	0.0	0.006	0.089	0.048	0.014	0.007	0.007	0.0	0.001	0.038	0.004	0.005	0.005	0.009	0.001	0.003	0.002	0.017	0.0	0.001	0.022	0.0	0.019	0.0	0.015	0.0	0.0	0.0	0.018	0.007	0.001	0.069	0.205	0.04	0.0	0.073	0.004
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS05ABE6795	0.003	0.0	0.006	0.089	0.048	0.014	0.007	0.007	0.0	0.001	0.038	0.004	0.005	0.005	0.009	0.001	0.003	0.002	0.017	0.0	0.001	0.022	0.0	0.019	0.0	0.015	0.0	0.0	0.0	0.018	0.007	0.001	0.069	0.205	0.04	0.0	0.073	0.004
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0A39F4895	0.003	0.0	0.006	0.089	0.048	0.014	0.007	0.007	0.0	0.001	0.038	0.004	0.005	0.005	0.009	0.001	0.003	0.002	0.017	0.0	0.001	0.022	0.0	0.019	0.0	0.015	0.0	0.0	0.0	0.018	0.007	0.001	0.069	0.205	0.04	0.0	0.073	0.004
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS05F96EA59	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS092C03024	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS0E8345356	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS06FE13C35	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS0F807CD4F	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS098539E78	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS0377ED1BC	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.043	0.0	0.135	0.029	0.005	0.001	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.099
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0D33FF37B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS086A43130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS090BF1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS04C3CEB1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS09DA5DAD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS078C6CB4F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0E8CA54FD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.054	0.002	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.011	0.055	0.0	0.0	0.0	0.002	0.0	0.0	0.025
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0A5499A2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0AAB81D2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0DA514FAE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0C22FCA29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS07CECA9C9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS02EA1C9D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0DDBC236B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0AB9AD0C3	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0F38E0E82	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
