gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	T Cells	VSMC
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS09BDB5618	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D192A275	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS017D5AA63	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS010F961E8	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0146C75AD	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0CD97BA9B	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS068E97BDA	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS03C93A8FE	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS02682D84C	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0598AC561	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0F5CC57E2	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D10CE481	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D940391C	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS015ED6D03	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS04662DF1A	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0CCD1017B	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.0	0.009	0.0	0.013	0.0	0.0	0.0	0.0	0.008	0.0	0.006
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.032	0.003	0.0	0.001	0.012	0.005	0.0	0.011
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.0	0.001	0.01	0.011	0.013	0.007	0.001	0.059	0.025	0.0	0.0	0.019	0.023	0.008	0.026	0.029	0.026	0.009	0.001	0.0	0.011	0.009	0.017	0.004	0.005	0.006	0.0	0.011	0.0	0.001	0.0	0.035	0.0	0.005	0.001	0.009
CX3CR1	P49238	False	CX3C1_HUMAN		CPI-SS0388C9C86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.003	0.005	0.0	0.395	0.0	0.002
XCR1	P46094	False	XCR1_HUMAN		CPI-SS0E29693E6	0.0	0.026	0.096	0.043	0.068	0.07	0.015	0.025	0.023	0.0	0.05	0.033	0.027	0.067	0.035	0.045	0.035	0.067	0.02	0.0	0.016	0.092	0.037	0.034	0.033	0.027	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.011	0.026	0.021
PTPRF	P10586	False	PTPRF_HUMAN		CPI-SS0E12A78EF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.213	0.506	0.35	0.016	0.003	0.0	0.0
PIGR	P01833	False	PIGR_HUMAN		CPI-SS0CBCF26F8	0.049	0.068	0.055	0.072	0.064	0.051	0.042	0.108	0.055	0.024	0.048	0.03	0.032	0.064	0.061	0.026	0.031	0.053	0.053	0.024	0.052	0.053	0.049	0.036	0.043	0.041	0.025	0.076	0.021	0.0	0.0	0.0	0.0	0.003	0.035	0.048
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS017E5FA7F	0.003	0.003	0.002	0.008	0.009	0.005	0.002	0.004	0.0	0.015	0.0	0.0	0.0	0.005	0.02	0.015	0.0	0.003	0.003	0.134	0.002	0.001	0.001	0.257	0.282	0.229	0.113	0.002	0.059	0.025	0.012	0.035	0.119	0.005	0.003	0.05
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0661FACAF	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.084	0.179	0.045	0.023	0.641	0.283	0.0	0.018
SDC2	P34741	False	SDC2_HUMAN		CPI-SS02F169D2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.368	0.053	0.044	0.005	0.013	0.0	0.114
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS07D59B8C5	0.0	0.017	0.041	0.029	0.031	0.026	0.012	0.033	0.072	0.0	0.031	0.026	0.039	0.022	0.045	0.006	0.038	0.026	0.039	0.001	0.016	0.043	0.034	0.064	0.047	0.036	0.082	0.024	0.0	0.017	0.007	0.07	0.004	0.05	0.013	0.015
IFNGR1	P15260	False	INGR1_HUMAN		CPI-SS0B1650B85	0.033	0.004	0.004	0.006	0.003	0.003	0.002	0.289	0.004	0.033	0.016	0.004	0.005	0.005	0.01	0.0	0.004	0.004	0.005	0.051	0.029	0.008	0.006	0.003	0.004	0.002	0.053	0.005	0.043	0.197	0.072	0.039	0.232	0.003	0.008	0.007
JAML	Q86YT9	False	JAML_HUMAN		CPI-SS00216A960	0.322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.512	0.0	0.347	0.0	0.0	0.0	0.0	0.0	0.0	0.261
IL6R	P08887	False	IL6RA_HUMAN		CPI-SS095632066	0.046	0.011	0.008	0.009	0.01	0.009	0.006	0.009	0.009	0.066	0.038	0.009	0.007	0.006	0.009	0.022	0.012	0.006	0.007	0.068	0.004	0.007	0.01	0.007	0.008	0.017	0.069	0.01	0.075	0.002	0.071	0.002	0.041	0.01	0.01	0.03
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0CE0C5AF0	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS06B116BC0	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS02929CEBB	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0DE2ED1D0	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0E715A989	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS03CCCE0E4	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0117267C4	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0F3055E82	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0E648EBFA	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0E6EE9A46	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0B3E748FB	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0F5400CAB	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS02CC3D29A	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR1	Q9UBS5	False	GABR1_HUMAN		CPI-CS0C6A5253D	0.001	0.031	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.117	0.06	0.36	0.065	0.272	0.039	0.008
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0FA38E530	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS04C0A3C19	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0A7EA055F	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS025E1B7C6	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS04368D963	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0AD67AADC	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0F9A0EE4B	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0AA35FDCE	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0B096A78D	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS02F1A072B	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS04A744DD8	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0C8D4C311	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0DC38225F	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
GABBR2	O75899	False	GABR2_HUMAN		CPI-CS0BADCE0DB	0.121	0.0	0.098	0.006	0.017	0.004	0.017	0.0	0.002	0.107	0.112	0.011	0.001	0.001	0.002	0.0	0.0	0.001	0.005	0.154	0.009	0.189	0.001	0.0	0.0	0.001	0.162	0.022	0.19	0.009	0.005	0.236	0.01	0.035	0.002	0.05
ADGRA2	Q96PE1	False	AGRA2_HUMAN		CPI-SS0D60A535B	0.0	0.001	0.002	0.0	0.001	0.004	0.002	0.001	0.008	0.0	0.0	0.006	0.007	0.004	0.007	0.01	0.005	0.004	0.002	0.0	0.002	0.002	0.004	0.002	0.001	0.002	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002
ADGRA2	Q96PE1	False	AGRA2_HUMAN		CPI-SS0D681D90E	0.0	0.001	0.002	0.0	0.001	0.004	0.002	0.001	0.008	0.0	0.0	0.006	0.007	0.004	0.007	0.01	0.005	0.004	0.002	0.0	0.002	0.002	0.004	0.002	0.001	0.002	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002
ADGRA2	Q96PE1	False	AGRA2_HUMAN		CPI-CS0A0368BF0	0.0	0.001	0.002	0.0	0.001	0.004	0.002	0.001	0.008	0.0	0.0	0.006	0.007	0.004	0.007	0.01	0.005	0.004	0.002	0.0	0.002	0.002	0.004	0.002	0.001	0.002	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002
ADGRB2	O60241	False	AGRB2_HUMAN		CPI-SS01080B145	0.009	0.003	0.01	0.001	0.004	0.009	0.001	0.002	0.006	0.01	0.013	0.003	0.004	0.009	0.003	0.0	0.006	0.012	0.001	0.004	0.0	0.005	0.003	0.026	0.018	0.025	0.002	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.001
ADGRB3	O60242	False	AGRB3_HUMAN		CPI-SS0F62347D4	0.0	0.079	0.044	0.041	0.03	0.036	0.057	0.029	0.033	0.007	0.034	0.04	0.019	0.035	0.028	0.017	0.024	0.023	0.027	0.027	0.036	0.024	0.039	0.03	0.025	0.029	0.026	0.027	0.005	0.0	0.0	0.0	0.0	0.0	0.074	0.021
ADGRB3	O60242	False	AGRB3_HUMAN		CPI-SS0EB51E2A2	0.0	0.079	0.044	0.041	0.03	0.036	0.057	0.029	0.033	0.007	0.034	0.04	0.019	0.035	0.028	0.017	0.024	0.023	0.027	0.027	0.036	0.024	0.039	0.03	0.025	0.029	0.026	0.027	0.005	0.0	0.0	0.0	0.0	0.0	0.074	0.021
ADGRB3	O60242	False	AGRB3_HUMAN		CPI-SS0348885FD	0.0	0.079	0.044	0.041	0.03	0.036	0.057	0.029	0.033	0.007	0.034	0.04	0.019	0.035	0.028	0.017	0.024	0.023	0.027	0.027	0.036	0.024	0.039	0.03	0.025	0.029	0.026	0.027	0.005	0.0	0.0	0.0	0.0	0.0	0.074	0.021
ADGRB3	O60242	False	AGRB3_HUMAN		CPI-SS035DE17DA	0.0	0.079	0.044	0.041	0.03	0.036	0.057	0.029	0.033	0.007	0.034	0.04	0.019	0.035	0.028	0.017	0.024	0.023	0.027	0.027	0.036	0.024	0.039	0.03	0.025	0.029	0.026	0.027	0.005	0.0	0.0	0.0	0.0	0.0	0.074	0.021
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS0813792B7	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS008E98D3E	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS019D9440E	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS0B0B67CA2	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS05E4F3F47	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS085E3E37F	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09159B142	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS04FD52559	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS0EC12EAD9	0.0	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
